 

stn    time           tre200dx
RAG    19530424           20.0
RAG    19530425           18.8
RAG    19530426           22.0
RAG    19530427           18.2
RAG    19530428           15.0
RAG    19530429           12.5
RAG    19530430           18.3
RAG    19530501           22.2
RAG    19530502           21.8
RAG    19530503           22.7
RAG    19530504           22.5
RAG    19530505           18.3
RAG    19530506           14.0
RAG    19530507           10.0
RAG    19530508           11.0
RAG    19530509            8.3
RAG    19530510            7.1
RAG    19530511           14.8
RAG    19530512           15.5
RAG    19530513           20.1
RAG    19530514           16.7
RAG    19530515           22.5
RAG    19530516           29.5
RAG    19530517           26.5
RAG    19530518           32.3
RAG    19530519           31.1
RAG    19530520           26.8
RAG    19530521           27.1
RAG    19530522           27.1
RAG    19530523           23.3
RAG    19530524           26.8
RAG    19530525           28.9
RAG    19530526           28.5
RAG    19530527           22.8
RAG    19530528           19.6
RAG    19530529           16.7
RAG    19530530           12.5
RAG    19530531           11.3
RAG    19530601           13.8
RAG    19530602            8.8
RAG    19530603           13.3
RAG    19530604           16.9
RAG    19530605           22.1
RAG    19530606           24.4
RAG    19530607           27.4
RAG    19530608           23.9
RAG    19530609           25.3
RAG    19530610           14.8
RAG    19530611           15.7
RAG    19530612           18.8
RAG    19530613           19.4
RAG    19530614           17.3
RAG    19530615           21.2
RAG    19530616           17.3
RAG    19530617           21.6
RAG    19530618           15.9
RAG    19530619           20.3
RAG    19530620           23.1
RAG    19530621           22.2
RAG    19530622           17.8
RAG    19530623           19.8
RAG    19530624           19.3
RAG    19530625           16.6
RAG    19530626           13.1
RAG    19530627           17.7
RAG    19530628           23.5
RAG    19530629           22.6
RAG    19530630           26.8
RAG    19530701           22.8
RAG    19530702           22.1
RAG    19530703           21.8
RAG    19530704           23.6
RAG    19530705           22.7
RAG    19530706           24.0
RAG    19530707           25.6
RAG    19530708           25.8
RAG    19530709           19.4
RAG    19530710           15.7
RAG    19530711           18.4
RAG    19530712           21.5
RAG    19530713           20.3
RAG    19530714           22.8
RAG    19530715           21.7
RAG    19530716           24.2
RAG    19530717           29.8
RAG    19530718           29.2
RAG    19530719           19.3
RAG    19530720           24.3
RAG    19530721           28.3
RAG    19530722           30.2
RAG    19530723           25.8
RAG    19530724           22.7
RAG    19530725           28.2
RAG    19530726           27.5
RAG    19530727           21.8
RAG    19530728           23.8
RAG    19530729           23.9
RAG    19530730           16.7
RAG    19530731           20.4
RAG    19530801           20.1
RAG    19530802           19.8
RAG    19530803           16.8
RAG    19530804           19.6
RAG    19530805           23.0
RAG    19530806           19.3
RAG    19530807           20.4
RAG    19530808           23.4
RAG    19530809           21.8
RAG    19530810           24.9
RAG    19530811           26.8
RAG    19530812           27.5
RAG    19530813           28.7
RAG    19530814           28.4
RAG    19530815           27.2
RAG    19530816           19.6
RAG    19530817           22.9
RAG    19530818           24.2
RAG    19530819           24.6
RAG    19530820           26.1
RAG    19530821           22.2
RAG    19530822           17.3
RAG    19530823           19.8
RAG    19530824           24.8
RAG    19530825           18.6
RAG    19530826           19.2
RAG    19530827           17.3
RAG    19530828           19.5
RAG    19530829           22.5
RAG    19530830           25.7
RAG    19530831           27.3
RAG    19530901           26.6
RAG    19530902           27.7
RAG    19530903           24.8
RAG    19530904           22.8
RAG    19530905           22.2
RAG    19530906           21.4
RAG    19530907           21.7
RAG    19530908           25.2
RAG    19530909           26.0
RAG    19530910           18.9
RAG    19530911           12.7
RAG    19530912           17.8
RAG    19530913           18.3
RAG    19530914           17.8
RAG    19530915           24.1
RAG    19530916           21.8
RAG    19530917           20.7
RAG    19530918           26.6
RAG    19530919           23.7
RAG    19530920           15.3
RAG    19530921           21.3
RAG    19530922           17.1
RAG    19530923           19.1
RAG    19530924           18.5
RAG    19530925           14.8
RAG    19530926           17.8
RAG    19530927           27.1
RAG    19530928           25.2
RAG    19530929           15.2
RAG    19530930           13.8
RAG    19531001           14.5
RAG    19531002           17.6
RAG    19531003           20.7
RAG    19531004           15.5
RAG    19531005           12.8
RAG    19531006           12.0
RAG    19531007           12.8
RAG    19531008           12.6
RAG    19531009           11.5
RAG    19531010           11.5
RAG    19531011           12.7
RAG    19531012           14.2
RAG    19531013           21.6
RAG    19531014           22.4
RAG    19531015           22.0
RAG    19531016           14.3
RAG    19531017           15.1
RAG    19531018           17.6
RAG    19531019           19.0
RAG    19531020           17.7
RAG    19531021           15.3
RAG    19531022           20.7
RAG    19531023           16.2
RAG    19531024           17.2
RAG    19531025           12.4
RAG    19531026           12.5
RAG    19531027           15.3
RAG    19531028           17.3
RAG    19531029           14.2
RAG    19531030            8.3
RAG    19531031           11.8
RAG    19531101           14.8
RAG    19531102           12.9
RAG    19531103            7.7
RAG    19531104           11.2
RAG    19531105           14.1
RAG    19531106            7.7
RAG    19531107            7.8
RAG    19531108           10.2
RAG    19531109            8.0
RAG    19531110           12.2
RAG    19531111            2.7
RAG    19531112            7.1
RAG    19531113            6.3
RAG    19531114            8.0
RAG    19531115            8.8
RAG    19531116           11.3
RAG    19531117            6.0
RAG    19531118            7.6
RAG    19531119            8.7
RAG    19531120            2.0
RAG    19531121            0.9
RAG    19531122           -0.3
RAG    19531123           -1.2
RAG    19531124           -0.9
RAG    19531125           -1.3
RAG    19531126           -0.8
RAG    19531127           12.8
RAG    19531128           14.3
RAG    19531129           10.1
RAG    19531130           11.7
RAG    19531201           10.6
RAG    19531202           10.1
RAG    19531203           17.1
RAG    19531204           16.5
RAG    19531205           15.4
RAG    19531206           13.3
RAG    19531207           16.3
RAG    19531208           14.1
RAG    19531209           12.7
RAG    19531210            8.2
RAG    19531211            8.7
RAG    19531212            3.4
RAG    19531213            9.1
RAG    19531214           12.9
RAG    19531215           12.2
RAG    19531216            1.2
RAG    19531217            3.2
RAG    19531218            0.3
RAG    19531219           11.6
RAG    19531220            5.2
RAG    19531221            3.9
RAG    19531222            1.4
RAG    19531223            2.8
RAG    19531224            3.7
RAG    19531225            4.1
RAG    19531226            4.1
RAG    19531227            2.0
RAG    19531228            3.2
RAG    19531229            0.7
RAG    19531230            0.3
RAG    19531231           -2.5
RAG    19540101           -4.9
RAG    19540102           -8.3
RAG    19540103           -6.4
RAG    19540104           -5.8
RAG    19540105           -5.8
RAG    19540106           -4.4
RAG    19540107           -5.3
RAG    19540108           -5.6
RAG    19540109           -6.4
RAG    19540110           -0.3
RAG    19540111            1.8
RAG    19540112            3.3
RAG    19540113            4.8
RAG    19540114            5.2
RAG    19540115            1.8
RAG    19540116            9.4
RAG    19540117            6.4
RAG    19540118            5.3
RAG    19540119            2.7
RAG    19540120            4.8
RAG    19540121            2.8
RAG    19540122            3.5
RAG    19540123            0.9
RAG    19540124           -2.8
RAG    19540125           -3.2
RAG    19540126           -1.3
RAG    19540127           -3.7
RAG    19540128            1.2
RAG    19540129            1.1
RAG    19540130           -1.8
RAG    19540131           -7.6
RAG    19540201           -9.3
RAG    19540202          -11.5
RAG    19540203          -10.3
RAG    19540204           -7.5
RAG    19540205           -3.0
RAG    19540206           -3.9
RAG    19540207           -0.8
RAG    19540208           -0.2
RAG    19540209            4.4
RAG    19540210            7.1
RAG    19540211            5.6
RAG    19540212            3.8
RAG    19540213            3.7
RAG    19540214           12.2
RAG    19540215            2.2
RAG    19540216            2.9
RAG    19540217            1.2
RAG    19540218            1.3
RAG    19540219            4.1
RAG    19540220            2.8
RAG    19540221            5.2
RAG    19540222            3.8
RAG    19540223            6.5
RAG    19540224            8.9
RAG    19540225           10.5
RAG    19540226            9.6
RAG    19540227           10.7
RAG    19540228            5.3
RAG    19540301            8.3
RAG    19540302           10.6
RAG    19540303           12.8
RAG    19540304            9.0
RAG    19540305            8.1
RAG    19540306            3.6
RAG    19540307            9.0
RAG    19540308           10.7
RAG    19540309           12.4
RAG    19540310           12.2
RAG    19540311            9.2
RAG    19540312            6.5
RAG    19540313           15.2
RAG    19540314           14.8
RAG    19540315           14.0
RAG    19540316           16.3
RAG    19540317           17.0
RAG    19540318           15.8
RAG    19540319           12.7
RAG    19540320           10.3
RAG    19540321            9.7
RAG    19540322           18.0
RAG    19540323           16.3
RAG    19540324           11.7
RAG    19540325           14.5
RAG    19540326           15.5
RAG    19540327           11.3
RAG    19540328           15.3
RAG    19540329           13.3
RAG    19540330           17.0
RAG    19540331           18.6
RAG    19540401           15.1
RAG    19540402            5.4
RAG    19540403           13.8
RAG    19540404           18.0
RAG    19540405           13.7
RAG    19540406           10.5
RAG    19540407            5.4
RAG    19540408            7.3
RAG    19540409            7.2
RAG    19540410            6.2
RAG    19540411            8.2
RAG    19540412           13.1
RAG    19540413           15.9
RAG    19540414           13.2
RAG    19540415           10.4
RAG    19540416            4.7
RAG    19540417            2.8
RAG    19540418            5.2
RAG    19540419            4.5
RAG    19540420            5.7
RAG    19540421            8.2
RAG    19540422           10.8
RAG    19540423           15.1
RAG    19540424           17.0
RAG    19540425           17.7
RAG    19540426           12.7
RAG    19540427           11.2
RAG    19540428           12.7
RAG    19540429           17.8
RAG    19540430           13.2
RAG    19540501           18.4
RAG    19540502           20.2
RAG    19540503            9.5
RAG    19540504            8.4
RAG    19540505           10.8
RAG    19540506           13.0
RAG    19540507           11.8
RAG    19540508           14.6
RAG    19540509           19.2
RAG    19540510           23.2
RAG    19540511           22.5
RAG    19540512           23.8
RAG    19540513           22.2
RAG    19540514           20.4
RAG    19540515           14.7
RAG    19540516           22.4
RAG    19540517           21.0
RAG    19540518           12.6
RAG    19540519            9.5
RAG    19540520           11.4
RAG    19540521           10.1
RAG    19540522           14.1
RAG    19540523           12.2
RAG    19540524           14.8
RAG    19540525           22.8
RAG    19540526           23.8
RAG    19540527           25.8
RAG    19540528           25.8
RAG    19540529           17.2
RAG    19540530           17.0
RAG    19540531           14.8
RAG    19540601           17.2
RAG    19540602           18.8
RAG    19540603           21.7
RAG    19540604           18.3
RAG    19540605           17.8
RAG    19540606           14.9
RAG    19540607           18.0
RAG    19540608           25.8
RAG    19540609           26.9
RAG    19540610           21.2
RAG    19540611           16.3
RAG    19540612           22.8
RAG    19540613           20.2
RAG    19540614           15.1
RAG    19540615           16.8
RAG    19540616           16.8
RAG    19540617           21.1
RAG    19540618           25.0
RAG    19540619           26.3
RAG    19540620           28.8
RAG    19540621           29.8
RAG    19540622           25.6
RAG    19540623           23.2
RAG    19540624           23.8
RAG    19540625           24.6
RAG    19540626           26.4
RAG    19540627           24.5
RAG    19540628           14.1
RAG    19540629           14.2
RAG    19540630           20.2
RAG    19540701           17.0
RAG    19540702           12.9
RAG    19540703           21.3
RAG    19540704           22.0
RAG    19540705           15.8
RAG    19540706           15.7
RAG    19540707           12.7
RAG    19540708           13.3
RAG    19540709           11.1
RAG    19540710           10.8
RAG    19540711           20.6
RAG    19540712           24.0
RAG    19540713           17.9
RAG    19540714           20.8
RAG    19540715           19.7
RAG    19540716           18.3
RAG    19540717           23.3
RAG    19540718           22.8
RAG    19540719           18.0
RAG    19540720           21.4
RAG    19540721           24.7
RAG    19540722           24.8
RAG    19540723           23.9
RAG    19540724           24.3
RAG    19540725           28.1
RAG    19540726           25.5
RAG    19540727           25.6
RAG    19540728           23.4
RAG    19540729           21.5
RAG    19540730           19.3
RAG    19540731           19.3
RAG    19540801           20.3
RAG    19540802           26.8
RAG    19540803           28.3
RAG    19540804           27.2
RAG    19540805           27.2
RAG    19540806           30.1
RAG    19540807           25.2
RAG    19540808           19.8
RAG    19540809           21.2
RAG    19540810           18.6
RAG    19540811           18.4
RAG    19540812           21.5
RAG    19540813           28.3
RAG    19540814           27.3
RAG    19540815           20.3
RAG    19540816           14.3
RAG    19540817           19.7
RAG    19540818           23.5
RAG    19540819           19.3
RAG    19540820           22.2
RAG    19540821           21.7
RAG    19540822           13.4
RAG    19540823           15.3
RAG    19540824           17.1
RAG    19540825           15.3
RAG    19540826           15.3
RAG    19540827           17.2
RAG    19540828           20.8
RAG    19540829           21.4
RAG    19540830           19.6
RAG    19540831           24.5
RAG    19540901           26.1
RAG    19540902           25.2
RAG    19540903           25.6
RAG    19540904           25.2
RAG    19540905           26.8
RAG    19540906           23.0
RAG    19540907           23.2
RAG    19540908           20.2
RAG    19540909           21.5
RAG    19540910           22.8
RAG    19540911           26.8
RAG    19540912           21.1
RAG    19540913           16.2
RAG    19540914           17.7
RAG    19540915           14.5
RAG    19540916           19.8
RAG    19540917           21.2
RAG    19540918           18.4
RAG    19540919           23.3
RAG    19540920           21.5
RAG    19540921           14.3
RAG    19540922           14.4
RAG    19540923           11.9
RAG    19540924           20.8
RAG    19540925           19.2
RAG    19540926           14.9
RAG    19540927           15.2
RAG    19540928           14.2
RAG    19540929           12.2
RAG    19540930           11.7
RAG    19541001           10.5
RAG    19541002           17.6
RAG    19541003           20.4
RAG    19541004           13.8
RAG    19541005           14.8
RAG    19541006           12.0
RAG    19541007           11.0
RAG    19541008            9.7
RAG    19541009            8.7
RAG    19541010            9.8
RAG    19541011           10.2
RAG    19541012           12.0
RAG    19541013           12.8
RAG    19541014           15.3
RAG    19541015           16.2
RAG    19541016           16.8
RAG    19541017           20.2
RAG    19541018           20.8
RAG    19541019           21.8
RAG    19541020           14.4
RAG    19541021           14.3
RAG    19541022           11.3
RAG    19541023           17.1
RAG    19541024           19.4
RAG    19541025           16.6
RAG    19541026           11.3
RAG    19541027           11.2
RAG    19541028           13.7
RAG    19541029           17.8
RAG    19541030           14.3
RAG    19541031           11.8
RAG    19541101           11.5
RAG    19541102           12.8
RAG    19541103            9.8
RAG    19541104           11.2
RAG    19541105           12.1
RAG    19541106           16.2
RAG    19541107           16.8
RAG    19541108           14.9
RAG    19541109           11.6
RAG    19541110           10.7
RAG    19541111            8.4
RAG    19541112           11.7
RAG    19541113           12.3
RAG    19541114           10.0
RAG    19541115            6.6
RAG    19541116            2.2
RAG    19541117            2.0
RAG    19541118            1.1
RAG    19541119            3.7
RAG    19541120            2.0
RAG    19541121            3.6
RAG    19541122            5.0
RAG    19541123           11.7
RAG    19541124            9.7
RAG    19541125           13.1
RAG    19541126           13.4
RAG    19541127           13.1
RAG    19541128           17.0
RAG    19541129           11.2
RAG    19541130           15.4
RAG    19541201            9.2
RAG    19541202            5.4
RAG    19541203            3.4
RAG    19541204            9.2
RAG    19541205            7.0
RAG    19541206            1.8
RAG    19541207            3.6
RAG    19541208            5.2
RAG    19541209           15.2
RAG    19541210           11.3
RAG    19541211            2.9
RAG    19541212            4.1
RAG    19541213            4.6
RAG    19541214            1.4
RAG    19541215            3.1
RAG    19541216            5.2
RAG    19541217            2.8
RAG    19541218            0.2
RAG    19541219            0.8
RAG    19541220            1.2
RAG    19541221            2.2
RAG    19541222            4.9
RAG    19541223            7.2
RAG    19541224            6.8
RAG    19541225           -1.3
RAG    19541226            2.7
RAG    19541227            5.5
RAG    19541228            4.0
RAG    19541229            3.9
RAG    19541230           -0.7
RAG    19541231           -0.8
RAG    19550101           -1.1
RAG    19550102           -1.2
RAG    19550103            5.4
RAG    19550104            5.8
RAG    19550105           -1.8
RAG    19550106           -1.3
RAG    19550107           -1.6
RAG    19550108           -2.0
RAG    19550109            0.3
RAG    19550110            2.7
RAG    19550111            9.2
RAG    19550112            7.2
RAG    19550113            7.2
RAG    19550114            9.0
RAG    19550115            8.1
RAG    19550116           13.2
RAG    19550117           10.3
RAG    19550118            2.5
RAG    19550119            0.8
RAG    19550120           -0.6
RAG    19550121            5.2
RAG    19550122            8.2
RAG    19550123            6.2
RAG    19550124            4.1
RAG    19550125            4.8
RAG    19550126            6.3
RAG    19550127           14.5
RAG    19550128           12.2
RAG    19550129            2.3
RAG    19550130            3.2
RAG    19550131           13.5
RAG    19550201           14.8
RAG    19550202           13.5
RAG    19550203            6.3
RAG    19550204            7.1
RAG    19550205            7.5
RAG    19550206            5.0
RAG    19550207            3.8
RAG    19550208            4.0
RAG    19550209            3.5
RAG    19550210            3.5
RAG    19550211            2.2
RAG    19550212            3.4
RAG    19550213            4.2
RAG    19550214           -1.8
RAG    19550215            0.7
RAG    19550216            4.3
RAG    19550217            1.0
RAG    19550218           -0.8
RAG    19550219            5.8
RAG    19550220            0.7
RAG    19550221           -0.8
RAG    19550222            3.8
RAG    19550223            8.8
RAG    19550224            4.3
RAG    19550225            2.7
RAG    19550226            1.8
RAG    19550227            1.3
RAG    19550228           -0.3
RAG    19550301           -0.8
RAG    19550302            0.0
RAG    19550303           -0.2
RAG    19550304            5.0
RAG    19550305            2.2
RAG    19550306           -0.3
RAG    19550307            4.8
RAG    19550308            2.5
RAG    19550309            3.8
RAG    19550310            3.6
RAG    19550311            1.4
RAG    19550312            2.3
RAG    19550313            3.8
RAG    19550314            3.5
RAG    19550315            6.4
RAG    19550316            9.9
RAG    19550317            8.0
RAG    19550318            2.2
RAG    19550319            5.8
RAG    19550320            5.4
RAG    19550321           15.5
RAG    19550322           14.8
RAG    19550323           18.1
RAG    19550324           23.5
RAG    19550325           20.8
RAG    19550326           22.2
RAG    19550327           16.6
RAG    19550328           10.4
RAG    19550329            3.4
RAG    19550330            3.8
RAG    19550331            3.4
RAG    19550401            8.2
RAG    19550402           12.2
RAG    19550403           14.7
RAG    19550404           14.8
RAG    19550405           12.6
RAG    19550406           19.7
RAG    19550407           11.0
RAG    19550408           14.2
RAG    19550409           12.3
RAG    19550410           12.3
RAG    19550411            8.5
RAG    19550412            8.7
RAG    19550413           13.7
RAG    19550414            8.9
RAG    19550415            3.2
RAG    19550416            4.4
RAG    19550417            6.8
RAG    19550418           10.7
RAG    19550419            9.7
RAG    19550420           13.2
RAG    19550421           17.0
RAG    19550422           13.6
RAG    19550423           15.3
RAG    19550424           16.8
RAG    19550425           12.8
RAG    19550426           19.7
RAG    19550427           19.7
RAG    19550428           24.1
RAG    19550429           27.3
RAG    19550430           25.8
RAG    19550501           25.7
RAG    19550502           22.0
RAG    19550503           13.7
RAG    19550504           17.5
RAG    19550505           22.4
RAG    19550506           26.3
RAG    19550507           18.9
RAG    19550508           20.3
RAG    19550509           23.8
RAG    19550510           20.0
RAG    19550511           14.6
RAG    19550512           16.4
RAG    19550513           21.8
RAG    19550514           17.8
RAG    19550515           12.0
RAG    19550516           16.1
RAG    19550517           19.8
RAG    19550518           15.1
RAG    19550519           10.8
RAG    19550520           14.1
RAG    19550521           14.3
RAG    19550522            9.5
RAG    19550523           17.4
RAG    19550524           20.7
RAG    19550525           23.4
RAG    19550526           20.3
RAG    19550527           16.6
RAG    19550528           16.9
RAG    19550529           16.4
RAG    19550530           18.8
RAG    19550531           19.8
RAG    19550601           19.8
RAG    19550602           13.0
RAG    19550603           19.8
RAG    19550604           16.2
RAG    19550605           21.4
RAG    19550606           27.0
RAG    19550607           26.7
RAG    19550608           19.2
RAG    19550609           21.7
RAG    19550610           13.8
RAG    19550611           10.7
RAG    19550612           20.7
RAG    19550613           15.0
RAG    19550614           17.4
RAG    19550615           21.3
RAG    19550616           25.9
RAG    19550617           24.4
RAG    19550618           24.7
RAG    19550619           28.6
RAG    19550620           21.8
RAG    19550621           21.9
RAG    19550622           20.9
RAG    19550623           22.3
RAG    19550624           27.3
RAG    19550625           27.5
RAG    19550626           24.4
RAG    19550627           18.2
RAG    19550628           21.5
RAG    19550629           22.7
RAG    19550630           21.8
RAG    19550701           23.8
RAG    19550702           26.5
RAG    19550703           24.0
RAG    19550704           20.8
RAG    19550705           15.7
RAG    19550706           13.4
RAG    19550707           12.4
RAG    19550708           12.3
RAG    19550709           19.7
RAG    19550710           22.2
RAG    19550711           22.5
RAG    19550712           23.8
RAG    19550713           20.0
RAG    19550714           20.5
RAG    19550715           22.4
RAG    19550716           25.3
RAG    19550717           26.8
RAG    19550718           30.7
RAG    19550719           26.6
RAG    19550720           24.8
RAG    19550721           25.0
RAG    19550722           18.8
RAG    19550723           22.5
RAG    19550724           24.5
RAG    19550725           23.5
RAG    19550726           22.2
RAG    19550727           17.4
RAG    19550728           18.2
RAG    19550729           16.7
RAG    19550730           20.9
RAG    19550731           20.3
RAG    19550801           22.2
RAG    19550802           17.5
RAG    19550803           21.0
RAG    19550804           15.3
RAG    19550805           20.7
RAG    19550806           21.8
RAG    19550807           20.2
RAG    19550808           15.8
RAG    19550809           13.0
RAG    19550810           16.8
RAG    19550811           21.0
RAG    19550812           21.0
RAG    19550813           20.7
RAG    19550814           20.5
RAG    19550815           20.3
RAG    19550816           21.8
RAG    19550817           23.3
RAG    19550818           24.7
RAG    19550819           23.4
RAG    19550820           23.2
RAG    19550821           24.8
RAG    19550822           24.8
RAG    19550823           25.4
RAG    19550824           24.7
RAG    19550825           19.2
RAG    19550826           24.5
RAG    19550827           20.5
RAG    19550828           20.4
RAG    19550829           23.2
RAG    19550830           19.8
RAG    19550831           21.4
RAG    19550901           17.5
RAG    19550902           22.3
RAG    19550903           23.3
RAG    19550904           23.3
RAG    19550905           22.3
RAG    19550906           19.8
RAG    19550907           18.4
RAG    19550908           21.0
RAG    19550909           23.6
RAG    19550910           16.9
RAG    19550911           17.4
RAG    19550912           19.8
RAG    19550913           15.4
RAG    19550914           14.8
RAG    19550915           11.7
RAG    19550916           13.5
RAG    19550917           18.2
RAG    19550918           18.4
RAG    19550919           18.4
RAG    19550920           19.6
RAG    19550921           20.7
RAG    19550922           21.3
RAG    19550923           21.5
RAG    19550924           21.2
RAG    19550925           20.5
RAG    19550926           18.9
RAG    19550927           14.3
RAG    19550928            9.8
RAG    19550929           12.8
RAG    19550930           13.1
RAG    19551001           14.3
RAG    19551002           14.3
RAG    19551003           17.3
RAG    19551004           17.0
RAG    19551005           14.6
RAG    19551006           13.8
RAG    19551007            9.8
RAG    19551008           12.4
RAG    19551009           13.0
RAG    19551010           18.8
RAG    19551011           13.2
RAG    19551012           11.8
RAG    19551013           14.9
RAG    19551014           16.6
RAG    19551015           15.6
RAG    19551016           10.0
RAG    19551017            8.5
RAG    19551018            6.2
RAG    19551019           12.5
RAG    19551020           18.7
RAG    19551021           17.2
RAG    19551022            8.4
RAG    19551023            9.7
RAG    19551024            9.9
RAG    19551025            7.8
RAG    19551026           14.8
RAG    19551027           14.8
RAG    19551028           12.2
RAG    19551029            7.8
RAG    19551030           12.0
RAG    19551031            6.0
RAG    19551101            5.4
RAG    19551102           10.7
RAG    19551103           13.3
RAG    19551104           15.8
RAG    19551105           20.4
RAG    19551106           18.7
RAG    19551107           20.2
RAG    19551108           20.9
RAG    19551109           19.2
RAG    19551110           10.5
RAG    19551111            9.2
RAG    19551112            9.1
RAG    19551113           10.2
RAG    19551114            5.8
RAG    19551115            5.6
RAG    19551116            3.7
RAG    19551117            3.8
RAG    19551118            2.3
RAG    19551119            2.8
RAG    19551120            1.9
RAG    19551121            4.5
RAG    19551122            4.6
RAG    19551123            4.8
RAG    19551124            4.8
RAG    19551125            0.4
RAG    19551126           -1.8
RAG    19551127           -0.4
RAG    19551128           -2.3
RAG    19551129           -5.8
RAG    19551130            8.3
RAG    19551201           11.3
RAG    19551202            3.8
RAG    19551203            8.3
RAG    19551204            6.8
RAG    19551205            6.0
RAG    19551206            4.3
RAG    19551207            5.4
RAG    19551208            5.8
RAG    19551209            4.3
RAG    19551210            7.0
RAG    19551211            7.0
RAG    19551212            4.8
RAG    19551213            3.2
RAG    19551214           10.7
RAG    19551215           11.8
RAG    19551216            8.3
RAG    19551217            7.3
RAG    19551218            7.3
RAG    19551219            3.3
RAG    19551220            1.2
RAG    19551221            5.0
RAG    19551222            3.9
RAG    19551223           10.9
RAG    19551224            6.3
RAG    19551225            5.0
RAG    19551226            5.9
RAG    19551227            6.4
RAG    19551228            5.8
RAG    19551229           10.3
RAG    19551230            8.4
RAG    19551231            5.0
RAG    19560101            3.2
RAG    19560102            3.0
RAG    19560103            3.6
RAG    19560104            1.5
RAG    19560105            3.2
RAG    19560106            1.9
RAG    19560107            2.3
RAG    19560108           -0.7
RAG    19560109            5.7
RAG    19560110            6.5
RAG    19560111            9.8
RAG    19560112           12.3
RAG    19560113            9.8
RAG    19560114           10.3
RAG    19560115            9.6
RAG    19560116            6.8
RAG    19560117            7.9
RAG    19560118           11.4
RAG    19560119            8.2
RAG    19560120            6.3
RAG    19560121            7.6
RAG    19560122            7.2
RAG    19560123            7.5
RAG    19560124            7.5
RAG    19560125            1.8
RAG    19560126            2.0
RAG    19560127            3.4
RAG    19560128            5.8
RAG    19560129            1.8
RAG    19560130            6.2
RAG    19560131            2.9
RAG    19560201           -6.9
RAG    19560202          -15.0
RAG    19560203          -10.7
RAG    19560204           -6.3
RAG    19560205           -6.6
RAG    19560206           -3.0
RAG    19560207           -3.1
RAG    19560208           -3.2
RAG    19560209           -6.0
RAG    19560210          -18.0
RAG    19560211          -15.8
RAG    19560212          -12.1
RAG    19560213           -8.8
RAG    19560214           -7.9
RAG    19560215           -6.6
RAG    19560216           -1.8
RAG    19560217           -4.1
RAG    19560218           -6.8
RAG    19560219           -7.4
RAG    19560220           -6.6
RAG    19560221           -5.7
RAG    19560222           -1.8
RAG    19560223           -4.4
RAG    19560224           -2.7
RAG    19560225           -3.8
RAG    19560226           -4.3
RAG    19560227           -2.0
RAG    19560228            2.3
RAG    19560229            3.5
RAG    19560301            6.6
RAG    19560302            5.6
RAG    19560303            4.3
RAG    19560304           10.8
RAG    19560305            5.4
RAG    19560306            5.8
RAG    19560307            3.3
RAG    19560308            2.2
RAG    19560309            1.8
RAG    19560310            3.0
RAG    19560311            0.8
RAG    19560312           -1.7
RAG    19560313            0.0
RAG    19560314            3.3
RAG    19560315            9.4
RAG    19560316           12.3
RAG    19560317           14.2
RAG    19560318           14.4
RAG    19560319           14.0
RAG    19560320           14.8
RAG    19560321           16.3
RAG    19560322           18.7
RAG    19560323           15.0
RAG    19560324           15.8
RAG    19560325           13.2
RAG    19560326           16.2
RAG    19560327           13.5
RAG    19560328           14.7
RAG    19560329           17.3
RAG    19560330           19.2
RAG    19560331           17.2
RAG    19560401           13.2
RAG    19560402            9.3
RAG    19560403           13.3
RAG    19560404           12.6
RAG    19560405            6.3
RAG    19560406            1.3
RAG    19560407            1.3
RAG    19560408            6.3
RAG    19560409           13.8
RAG    19560410           17.7
RAG    19560411           17.5
RAG    19560412           19.8
RAG    19560413           18.2
RAG    19560414           18.2
RAG    19560415           20.8
RAG    19560416           16.3
RAG    19560417           10.3
RAG    19560418            3.5
RAG    19560419            5.0
RAG    19560420            8.6
RAG    19560421           13.3
RAG    19560422           14.2
RAG    19560423            9.0
RAG    19560424           14.4
RAG    19560425           15.2
RAG    19560426           17.3
RAG    19560427           19.7
RAG    19560428           16.3
RAG    19560429           12.7
RAG    19560430           10.8
RAG    19560501            8.4
RAG    19560502            8.6
RAG    19560503           12.0
RAG    19560504           17.7
RAG    19560505           20.7
RAG    19560506           23.2
RAG    19560507           24.2
RAG    19560508           24.7
RAG    19560509           24.6
RAG    19560510           16.2
RAG    19560511            8.5
RAG    19560512           10.9
RAG    19560513           12.3
RAG    19560514           16.8
RAG    19560515           17.5
RAG    19560516           21.8
RAG    19560517           21.5
RAG    19560518           20.6
RAG    19560519           10.8
RAG    19560520           10.4
RAG    19560521           19.7
RAG    19560522           22.4
RAG    19560523           19.2
RAG    19560524           18.8
RAG    19560525           12.8
RAG    19560526           20.7
RAG    19560527           23.9
RAG    19560528           30.9
RAG    19560529           26.1
RAG    19560530           24.5
RAG    19560531           21.7
RAG    19560601           14.6
RAG    19560602           16.5
RAG    19560603           20.8
RAG    19560604           26.1
RAG    19560605           25.0
RAG    19560606           27.2
RAG    19560607           25.8
RAG    19560608           19.3
RAG    19560609           12.8
RAG    19560610           18.6
RAG    19560611           18.8
RAG    19560612           20.6
RAG    19560613           21.8
RAG    19560614           18.3
RAG    19560615           14.0
RAG    19560616           17.7
RAG    19560617           16.0
RAG    19560618           14.8
RAG    19560619           16.3
RAG    19560620           17.7
RAG    19560621           13.3
RAG    19560622           11.8
RAG    19560623           11.5
RAG    19560624           15.8
