 

stn    time           nto002d0  tre200dx  tre200d0  rre150d0  hns000d0
ALT    20080507              1      21.6      14.8       0.0         0
ALT    20080508              1      22.5      15.6       0.0         0
ALT    20080509              0      24.2      17.2       0.0         0
ALT    20080510              0      26.0      20.4       0.0         0
ALT    20080511              0      23.2      17.4       0.0         0
ALT    20080512              0      23.9      16.7       0.0         0
ALT    20080513              1      25.0      19.6       0.0         0
ALT    20080514              0      25.6      18.6       0.0         0
ALT    20080515              0      24.0      16.7       0.0         0
ALT    20080516              0      24.3      18.1       0.0         0
ALT    20080517              0      20.7      15.1       9.2         0
ALT    20080518              0      15.1      12.7       1.4         0
ALT    20080519              0      19.9      14.1       0.3         0
ALT    20080520              0      14.0      12.7       0.0         0
ALT    20080521              0      13.1      11.2       0.2         0
ALT    20080522              0      13.9      11.9       0.2         0
ALT    20080523              0      21.0      14.8       0.3         0
ALT    20080524              0      23.8      18.5       0.0         0
ALT    20080525              0      24.2      20.4       0.0         0
ALT    20080526              0      26.6      23.6       0.0         0
ALT    20080527              0      30.2      25.0       3.5         0
ALT    20080528              0      29.2      24.1       0.2         0
ALT    20080529              0      28.0      22.4       2.7         0
ALT    20080530              0      25.3      18.7       0.0         0
ALT    20080531              0      22.7      16.6       0.0         0
ALT    20080601              0      27.6      20.3       0.0         0
ALT    20080602              0      28.3      21.7       0.4         0
ALT    20080603              0      22.7      17.2      10.1         0
ALT    20080604              0      16.5      14.5       4.6         0
ALT    20080605              0      18.2      14.8       2.7         0
ALT    20080606              0      16.1      14.1       2.3         0
ALT    20080607              0      16.2      13.1       0.8         0
ALT    20080608              0      21.2      15.4       0.9         0
ALT    20080609              0      21.5      15.6       0.2         0
ALT    20080610              0      25.2      16.8      18.6         0
ALT    20080611              0      18.0      15.5       8.1         0
ALT    20080612              0      20.4      15.6       9.1         0
ALT    20080613              0      15.0      12.3       0.0         0
ALT    20080614              0      17.3      12.7       2.1         0
ALT    20080615              0      14.3      11.1       3.4         0
ALT    20080616              0      15.1      12.6       0.3         0
ALT    20080617              0      16.9      14.0       6.1         0
ALT    20080618              0      22.6      16.9       0.4         0
ALT    20080619              0      25.1      19.1       0.0         0
ALT    20080620              0      26.6      20.6       0.0         0
ALT    20080621              1      28.0      21.8       0.0         0
ALT    20080622              1      31.0      24.2       0.0         0
ALT    20080623              0      30.4      23.9       5.2         0
ALT    20080624              0      28.6      22.9       0.0         0
ALT    20080625              0      30.3      23.3       4.4         0
ALT    20080626              0      23.5      20.6       0.5         0
ALT    20080627              0      25.7      21.0       0.0         0
ALT    20080628              0      26.2      20.6       0.0         0
ALT    20080629              0      28.2      21.0       5.0         0
ALT    20080630              0      27.0      20.8       1.8         0
ALT    20080701              0      28.6      21.0       6.6         0
ALT    20080702              0      29.1      22.1       1.0         0
ALT    20080703              0      22.6      18.5      16.1         0
ALT    20080704              0      23.0      17.8       0.0         0
ALT    20080705              0      26.0      20.0       0.0         0
ALT    20080706              0      23.9      18.6      28.4         0
ALT    20080707              0      18.1      15.4       1.6         0
ALT    20080708              0      20.4      16.9       0.2         0
ALT    20080709              0      23.8      18.8       0.0         0
ALT    20080710              1      27.4      20.9       0.0         0
ALT    20080711              0      30.7      22.6      13.3         0
ALT    20080712              0      19.7      16.6      29.5         0
ALT    20080713              0      17.4      14.9      28.8         0
ALT    20080714              0      14.5      12.7       6.9         0
ALT    20080715              1      23.1      16.3       0.0         0
ALT    20080716              0      25.3      19.4       0.0         0
ALT    20080717              0      18.9      16.4      22.9         0
ALT    20080718              0      21.1      16.5       0.4         0
ALT    20080719              0      25.7      18.9       0.0         0
ALT    20080720              0      23.5      18.4      15.4         0
ALT    20080721              0      18.2      16.0       0.0         0
ALT    20080722              0      20.0      16.0       0.0         0
ALT    20080723              0      23.8      17.3       0.0         0
ALT    20080724              1      23.9      17.3       0.0         0
ALT    20080725              1      27.0      19.9       0.0         0
ALT    20080726              0      27.4      20.5       0.4         0
ALT    20080727              0      23.1      20.3       0.0         0
ALT    20080728              0      27.8      20.7       1.6         0
ALT    20080729              0      27.4      20.5       3.1         0
ALT    20080730              0      27.8      20.9       8.0         0
ALT    20080731              0      28.2      22.0       0.0         0
ALT    20080801              0      25.3      19.8      26.9         0
ALT    20080802              0      25.0      20.1       0.1         0
ALT    20080803              0      26.9      21.8       0.1         0
ALT    20080804              0      25.9      21.0       0.5         0
ALT    20080805              0      23.9      19.7       0.0         0
ALT    20080806              0      25.9      20.6       0.0         0
ALT    20080807              0      27.1      20.3      12.7         0
ALT    20080808              0      23.2      17.5       2.3         0
ALT    20080809              0      21.9      17.1       0.3         0
ALT    20080810              0      25.2      18.7       0.0         0
ALT    20080811              0      25.7      19.3       1.3         0
ALT    20080812              0      26.8      19.5      19.3         0
ALT    20080813              0      21.1      17.6       0.0         0
ALT    20080814              0      21.5      18.0       5.7         0
ALT    20080815              0      16.3      12.9      60.5         0
ALT    20080816              0      20.7      15.4       0.0         0
ALT    20080817              0      19.1      15.2       0.6         0
ALT    20080818              1      24.7      17.7       0.0         0
ALT    20080819              0      26.0      19.0      15.4         0
ALT    20080820              0      18.2      16.6       0.2         0
ALT    20080821              0      20.9      17.4       0.0         0
ALT    20080822              0      20.0      16.5      14.6         0
ALT    20080823              0      19.5      14.4       4.8         0
ALT    20080824              1      20.8      14.8       0.0         0
ALT    20080825              0      21.1      16.6       0.4         0
ALT    20080826              0      22.5      18.3       0.0         0
ALT    20080827              0      24.7      18.9       0.0         0
ALT    20080828              0      25.4      19.6       0.0         0
ALT    20080829              0      23.2      18.7       0.0         0
ALT    20080830              0      23.1      17.9       0.0         0
ALT    20080831              0      24.2      19.2       6.9         0
ALT    20080901              0      21.6      17.7       6.7         0
ALT    20080902              0      24.1      18.6       0.6         0
ALT    20080903              0      28.7      20.3       2.5         0
ALT    20080904              0      19.6      17.4       0.6         0
ALT    20080905              0      27.9      22.7       0.1         0
ALT    20080906              0      26.4      18.7      30.9         0
ALT    20080907              0      17.2      14.3       2.8         0
ALT    20080908              1      20.4      15.0       0.0         0
ALT    20080909              0      22.4      16.1       0.0         0
ALT    20080910              0      24.5      18.4       0.0         0
ALT    20080911              0      23.9      17.9       7.4         0
ALT    20080912              0      19.4      16.2      24.5         0
ALT    20080913              0      13.8      12.3      53.9         0
ALT    20080914              0      11.8      10.1       8.4         0
ALT    20080915              0      12.4       9.0       6.3         0
ALT    20080916              0      15.2      10.8       0.0         0
ALT    20080917              0      12.9       9.3       0.0         0
ALT    20080918              0      14.1      10.6       5.2         0
ALT    20080919              0      18.3      13.4       0.2         0
ALT    20080920              0      15.2      12.2       0.0         0
ALT    20080921              0      10.9       9.3       0.0         0
ALT    20080922              1      14.7       9.2       0.0         0
ALT    20080923              0      15.7      11.1       0.0         0
ALT    20080924              0      13.5       9.9       0.0         0
ALT    20080925              0      14.0      11.5       0.0         0
ALT    20080926              0      16.1      11.8       0.0         0
ALT    20080927              0      12.7      10.1       0.0         0
ALT    20080928              1      15.6       9.7       0.0         0
ALT    20080929              0      17.6      11.7       0.0         0
ALT    20080930              0      16.7      12.6       2.5         0
ALT    20081001              0      16.9      13.0       0.0         0
ALT    20081002              0      16.4      12.5      12.9         0
ALT    20081003              0       9.8       7.8       4.9         0
ALT    20081004              0       9.3       6.7       1.2         0
ALT    20081005              0      13.8       7.7       0.0         0
ALT    20081006              0      17.1      12.2       0.7         0
ALT    20081007              0      18.2      13.4       0.0         0
ALT    20081008              0      19.1      13.9       0.0         0
ALT    20081009              0      18.3      13.7       0.0         0
ALT    20081010              0      17.8      13.1       0.0         0
ALT    20081011              1      17.8      11.8       0.0         0
ALT    20081012              0      18.4      12.1       0.0         0
ALT    20081013              0      17.4      12.7       0.0         0
ALT    20081014              0      18.7      14.5       0.0         0
ALT    20081015              0      19.6      14.2       0.0         0
ALT    20081016              0      14.7      12.9      19.5         0
ALT    20081017              0      12.4       9.7       0.0         0
ALT    20081018              0      12.9       9.1       0.0         0
ALT    20081019              1      15.3       9.8       0.0         0
ALT    20081020              1      17.0      10.5       0.0         0
ALT    20081021              0      17.7      12.2       0.0         0
ALT    20081022              0      13.2      10.0       0.4         0
ALT    20081023              0       9.1       7.9       0.0         0
ALT    20081024              0      10.8       9.1       0.0         0
ALT    20081025              0      10.0       9.2       0.0         0
ALT    20081026              0      11.1       8.4       0.0         0
ALT    20081027              0      13.5       9.9       1.8         0
ALT    20081028              0      10.9       8.1      28.6         0
ALT    20081029              0       4.7       2.7      62.7        20
ALT    20081030              0       2.8       1.2       9.2         0
ALT    20081031              0       8.0       3.0       0.0         0
ALT    20081101              0      16.5       8.0       0.0         0
ALT    20081102              0      20.5      12.7       0.1         0
ALT    20081103              0      18.7      13.4       0.1         0
ALT    20081104              0      14.1       8.7       6.3         0
ALT    20081105              0      18.2      14.1       0.0         0
ALT    20081106              0      12.0       9.3       0.0         0
ALT    20081107              0      12.0       8.3       0.0         0
ALT    20081108              0      12.1       7.6       0.0         0
ALT    20081109              0      11.7       6.9       0.0         0
ALT    20081110              0      13.6       8.5       0.0         0
ALT    20081111              0      17.4      11.6       2.9         0
ALT    20081112              0       9.7       7.6       6.9         0
ALT    20081113              0       8.2       6.8       0.1         0
ALT    20081114              0       9.1       6.6       0.0         0
ALT    20081115              0       7.8       4.2       0.0         0
ALT    20081116              0       6.0       4.7       4.0         0
ALT    20081117              0       8.0       6.0       1.3         0
ALT    20081118              0       6.9       4.8       1.2         0
ALT    20081119              0       9.3       5.3       0.0         0
ALT    20081120              0       9.3       5.5       2.1         0
ALT    20081121              0       8.7       4.9      34.5         0
ALT    20081122              0       4.3       1.7       2.1         1
ALT    20081123              0       4.3       0.5       0.4         3
ALT    20081124              0       3.2       1.4       2.0         0
ALT    20081125              0       3.4       2.1       0.0         0
ALT    20081126              0       2.2      -0.6       0.0         0
ALT    20081127              0       1.6      -1.9       0.0         0
ALT    20081128              0       5.7       0.3       0.0         0
ALT    20081129              0      10.8       4.0       0.0         0
ALT    20081130              0      11.2       8.3       2.8         0
ALT    20081201              0       9.2       3.7       8.2         0
ALT    20081202              0       5.8       3.0       0.0         0
ALT    20081203              0       8.4       2.2       0.0         0
ALT    20081204              0       9.1       3.6       0.0         0
ALT    20081205              0       8.9       5.5      12.5         0
ALT    20081206              0       4.6       3.0       5.2         0
ALT    20081207              0       5.4       2.9       0.0         0
ALT    20081208              1       2.8      -0.9       0.0         0
ALT    20081209              0       4.4       0.5       0.4         0
ALT    20081210              0       2.5       1.2       3.5         0
ALT    20081211              0       1.5       0.7       1.4         0
ALT    20081212              0       2.1       0.7       0.5         1
ALT    20081213              0      10.6       2.9       0.0         0
ALT    20081214              0      13.1      11.5       0.0         0
ALT    20081215              0      11.6       5.2       0.0         0
ALT    20081216              0       2.5       1.6       0.2         0
ALT    20081217              0       2.0       1.2       3.8         0
ALT    20081218              0       2.6       1.6       0.2         0
ALT    20081219              0       7.3       2.5       6.0         0
ALT    20081220              0       4.4       3.6       9.3         0
ALT    20081221              0       7.5       6.2       2.6         0
ALT    20081222              0       7.7       4.9       0.0         0
ALT    20081223              0       5.4       2.5       0.0         0
ALT    20081224              0       2.4       1.3       0.5         0
ALT    20081225              0       4.6       2.7       1.1         0
ALT    20081226              1       2.6      -0.2       0.0         0
ALT    20081227              0      -0.4      -1.4       0.0         0
ALT    20081228              0      -0.6      -2.8       0.0         0
ALT    20081229              0       0.1      -2.3       0.0         0
ALT    20081230              0       1.8      -0.8       0.0         0
ALT    20081231              0       4.8       1.3       9.5         2
ALT    20090101              0       3.7       0.7       0.0         0
ALT    20090102              0       0.8       0.1       0.0         0
ALT    20090103              0      -0.2      -1.3       0.0         0
ALT    20090104              1      -0.8      -3.3       0.0         0
ALT    20090105              0      -1.9      -3.0       0.0         1
ALT    20090106              0      -1.3      -2.0       0.0         0
ALT    20090107              0      -1.0      -1.6       0.0         0
ALT    20090108              0      -1.5      -2.2       0.0         0
ALT    20090109              0      -1.2      -2.7       0.0         0
ALT    20090110              0      -1.3      -3.0       0.0         0
ALT    20090111              0      -1.1      -2.8       0.0         0
ALT    20090112              0      -1.1      -2.7       0.0         0
ALT    20090113              0      -0.8      -2.6       0.0         0
ALT    20090114              0       0.9      -1.7       0.0         0
ALT    20090115              0       2.2      -1.0       0.0         0
ALT    20090116              0       1.7      -1.9       0.0         0
ALT    20090117              0       3.8      -1.2       0.0         0
ALT    20090118              0      11.7       3.5       2.9         0
ALT    20090119              0      12.5       7.0       3.8         0
ALT    20090120              0       5.9       2.3      15.4         3
ALT    20090121              0       3.0       1.3       0.1         1
ALT    20090122              0       3.2       0.2       0.0         0
ALT    20090123              0       8.2       3.2       8.0         0
ALT    20090124              0       4.3       2.0       1.0         0
ALT    20090125              0       4.6       0.8       0.0         0
ALT    20090126              0       4.2       0.0       0.0         0
ALT    20090127              0       2.5       1.0       0.0         0
ALT    20090128              0       2.7       1.4       0.0         0
ALT    20090129              0       1.9       0.6       0.0         0
ALT    20090130              0       1.9      -0.4       0.0         0
ALT    20090131              0       0.6      -0.3       0.0         0
ALT    20090201              0       8.6       1.3       0.0         0
ALT    20090202              0      13.1      10.8       0.0         0
ALT    20090203              0      13.1       5.5       0.0         0
ALT    20090204              0       7.8       1.9       0.0         0
ALT    20090205              0      14.1       9.8       0.0         0
ALT    20090206              0      11.0       6.5       2.2         0
ALT    20090207              0       6.0       4.1       5.0         0
ALT    20090208              0       3.5       2.1       0.0         0
ALT    20090209              0       7.3       2.4       0.8         0
ALT    20090210              0      11.3       7.9       2.4         0
ALT    20090211              0       3.1       1.6       0.6         0
ALT    20090212              0       1.6      -0.4       4.4         5
ALT    20090213              0       1.2      -1.2       0.0         0
ALT    20090214              0       0.4      -1.7       0.3         0
ALT    20090215              0       0.2      -2.7       0.0         0
ALT    20090216              0       1.9      -1.7       0.6         0
ALT    20090217              0       3.2       0.4      25.0        15
ALT    20090218              0       2.5      -1.0       0.0         0
ALT    20090219              0       0.1      -2.9       0.0         0
ALT    20090220              0       1.3      -1.9       0.1         0
ALT    20090221              0       4.3       1.7       3.4         1
ALT    20090222              0       2.0       1.3       9.3         0
ALT    20090223              0       4.7       2.8       6.6         0
ALT    20090224              0       5.0       2.9       0.2         0
ALT    20090225              1       5.1       0.9       0.0         0
ALT    20090226              0       6.9       2.8       0.3         0
ALT    20090227              0       8.1       4.1       0.0         0
ALT    20090228              1       9.4       3.3       0.0         0
ALT    20090301              0       9.7       4.5       0.0         0
ALT    20090302              0       8.3       5.6       6.8         0
ALT    20090303              0       7.2       5.1       0.3         0
ALT    20090304              0      14.0       4.5       8.3         2
ALT    20090305              0       4.7       2.2       5.4         0
ALT    20090306              0       4.6       3.1       1.5         0
ALT    20090307              0       6.4       3.4       0.0         0
ALT    20090308              0       9.6       3.7       6.7         0
ALT    20090309              0       6.3       3.8       0.9         0
ALT    20090310              0       6.6       3.7      15.6         0
ALT    20090311              0       6.9       4.0      10.9         0
ALT    20090312              0       6.9       3.2       0.0         0
ALT    20090313              0      12.7       6.0       0.0         0
ALT    20090314              0      13.0       6.9       0.0         0
ALT    20090315              0       8.7       7.0       0.4         0
ALT    20090316              1      11.5       5.2       0.0         0
ALT    20090317              0      12.0       5.5       0.0         0
ALT    20090318              0      12.0       5.8       0.0         0
ALT    20090319              0      10.8       5.5       0.0         0
ALT    20090320              0       6.9       3.2       0.0         0
ALT    20090321              1       6.8       1.1       0.0         0
ALT    20090322              0       9.6       2.7       0.0         0
ALT    20090323              0      10.2       5.0      14.0         0
ALT    20090324              0      10.2       3.8       9.4         0
ALT    20090325              0       5.1       3.3       8.0         0
ALT    20090326              0      10.2       6.4      11.1         0
ALT    20090327              0      14.3       8.3       2.2         0
ALT    20090328              0      13.4       6.7       3.6         0
ALT    20090329              0       5.9       4.7       2.0         0
ALT    20090330              0       9.0       6.4       0.0         0
ALT    20090331              0       7.8       6.4       0.0         0
ALT    20090401              0      11.3       7.5       0.0         0
ALT    20090402              0      13.0       8.9       0.0         0
ALT    20090403              1      17.0      10.2       0.0         0
ALT    20090404              0      16.6      10.0       0.0         0
ALT    20090405              0      17.4      10.5       0.0         0
ALT    20090406              0      19.1      11.5       0.0         0
ALT    20090407              1      20.6      14.2       0.0         0
ALT    20090408              0      17.5      11.4       0.0         0
ALT    20090409              1      21.1      13.5       0.0         0
ALT    20090410              0      20.0      17.2       0.0         0
ALT    20090411              0      19.7      16.9       0.0         0
ALT    20090412              0      20.2      15.4       0.0         0
ALT    20090413              0      20.5      12.2       0.0         0
ALT    20090414              1      21.0      12.6       0.0         0
ALT    20090415              0      21.4      18.0       0.0         0
ALT    20090416              0      18.8      13.3       6.0         0
ALT    20090417              0      14.7       9.2       0.4         0
ALT    20090418              0      15.8      10.6       0.1         0
ALT    20090419              0      13.8       9.6       0.0         0
ALT    20090420              0      17.0      11.5       0.1         0
ALT    20090421              0      16.6      11.1       4.5         0
ALT    20090422              0      20.1      13.1       0.0         0
ALT    20090423              0      15.9      12.4       0.0         0
ALT    20090424              0      17.1      10.9       0.0         0
ALT    20090425              0      19.9      16.4       0.0         0
ALT    20090426              0      19.8      17.4       0.0         0
ALT    20090427              0      17.3      11.1      26.2         0
ALT    20090428              0       9.7       7.5      26.5         0
ALT    20090429              0      11.2       7.9       3.7         0
ALT    20090430              0      14.3       9.1       0.0         0
ALT    20090501              0      16.9      10.5       5.3         0
ALT    20090502              0      14.9      11.5       5.5         0
ALT    20090503              0      19.7      12.5       4.4         0
ALT    20090504              0      12.6       9.3       5.2         0
ALT    20090505              0      12.7       8.4       0.0         0
ALT    20090506              0      20.8      13.4       0.0         0
ALT    20090507              1      22.0      14.0       0.0         0
ALT    20090508              0      23.4      15.8       1.7         0
ALT    20090509              0      24.8      16.6       0.0         0
ALT    20090510              0      25.3      18.6       0.0         0
ALT    20090511              0      25.6      19.8       0.0         0
ALT    20090512              0      20.5      16.1       1.0         0
ALT    20090513              0      21.0      16.3       0.1         0
ALT    20090514              0      24.8      18.3       0.0         0
ALT    20090515              0      18.8      15.0       0.8         0
ALT    20090516              0      19.2      14.2       0.0         0
ALT    20090517              0      26.5      19.2       0.4         0
ALT    20090518              0      15.5      13.4       0.5         0
ALT    20090519              0      22.5      15.9       0.2         0
ALT    20090520              1      27.0      18.7       0.0         0
ALT    20090521              0      29.3      21.8       6.4         0
ALT    20090522              0      25.0      19.6       0.0         0
ALT    20090523              0      26.7      19.8       0.0         0
ALT    20090524              0      29.7      22.6       1.4         0
ALT    20090525              1      31.3      25.6       0.0         0
ALT    20090526              0      26.6      20.1      30.4         0
ALT    20090527              0      17.0      13.6       0.0         0
ALT    20090528              0      18.0      15.3       0.0         0
ALT    20090529              0      20.0      16.1       0.0         0
ALT    20090530              0      21.1      14.3       0.0         0
ALT    20090531              0      20.3      14.5       0.0         0
ALT    20090601              0      17.9      13.6       0.2         0
ALT    20090602              0      22.5      16.1       0.0         0
ALT    20090603              0      22.5      17.2       0.0         0
ALT    20090604              0      20.2      16.6       0.0         0
ALT    20090605              0      20.8      15.5       6.5         0
ALT    20090606              0      15.5      13.6      17.3         0
ALT    20090607              0      20.4      14.4       7.2         0
ALT    20090608              0      22.8      16.0       0.1         0
ALT    20090609              0      17.8      15.0      17.8         0
ALT    20090610              0      21.7      16.4       2.1         0
ALT    20090611              0      19.8      17.0       3.3         0
ALT    20090612              0      20.6      17.2       0.0         0
ALT    20090613              0      24.5      18.3       0.0         0
ALT    20090614              0      28.2      19.8      19.0         0
ALT    20090615              0      23.9      19.2      20.1         0
ALT    20090616              0      18.7      16.9       9.0         0
ALT    20090617              0      24.3      17.6       0.0         0
ALT    20090618              0      27.3      20.6      15.4         0
ALT    20090619              0      20.5      17.4      15.5         0
ALT    20090620              0      18.0      14.4       7.2         0
ALT    20090621              0      15.7      12.2      13.7         0
ALT    20090622              0      13.6      10.9      12.6         0
ALT    20090623              0      16.2      12.0       1.3         0
ALT    20090624              0      21.8      15.2       0.0         0
ALT    20090625              0      21.8      17.7       0.0         0
ALT    20090626              0      21.9      18.1       1.7         0
ALT    20090627              0      20.2      17.2       0.9         0
ALT    20090628              0      24.8      19.1       0.0         0
ALT    20090629              0      27.1      21.2       0.0         0
ALT    20090630              0      27.8      20.3       0.2         0
ALT    20090701              0      28.1      20.0       6.1         0
ALT    20090702              0      27.4      20.4       0.0         0
ALT    20090703              0      24.8      20.0       1.2         0
ALT    20090704              0      26.5      19.9       2.4         0
ALT    20090705              0      23.9      19.2       7.6         0
ALT    20090706              0      23.0      19.0       1.3         0
ALT    20090707              0      19.7      15.6      16.7         0
ALT    20090708              0      18.4      14.4       2.1         0
ALT    20090709              0      20.0      14.9       8.6         0
ALT    20090710              0      20.0      15.3       0.0         0
ALT    20090711              0      17.7      15.2       0.0         0
ALT    20090712              0      21.3      16.4       0.1         0
ALT    20090713              0      27.1      20.3       0.0         0
ALT    20090714              0      29.5      24.1       0.0         0
ALT    20090715              0      24.0      20.9       1.7         0
ALT    20090716              0      28.1      22.5       0.0         0
ALT    20090717              0      28.4      18.3      70.9         0
ALT    20090718              0      15.7      12.3       5.8         0
ALT    20090719              0      20.8      15.4       0.1         0
ALT    20090720              0      22.8      18.2       1.1         0
ALT    20090721              0      26.9      21.5       0.1         0
ALT    20090722              0      29.6      25.7       0.0         0
ALT    20090723              0      29.6      24.5       9.7         0
ALT    20090724              0      23.9      18.8      20.1         0
ALT    20090725              0      20.7      17.0       0.0         0
ALT    20090726              0      23.9      17.1       0.0         0
ALT    20090727              0      27.7      19.1      33.0         0
ALT    20090728              0      23.2      18.9       0.0         0
ALT    20090729              1      26.2      19.5       0.0         0
ALT    20090730              0      21.7      19.1       0.0         0
ALT    20090731              0      22.1      19.1       0.0         0
ALT    20090801              0      26.8      21.1       0.0         0
ALT    20090802              0      26.9      19.2      16.4         0
ALT    20090803              0      16.8      15.5      30.3         0
ALT    20090804              0      21.8      16.8       0.0         0
ALT    20090805              0      25.2      17.8       0.0         0
ALT    20090806              1      27.0      19.8       0.0         0
ALT    20090807              0      27.3      20.8      16.6         0
ALT    20090808              0      22.3      18.7      18.9         0
ALT    20090809              0      24.3      20.2      16.6         0
ALT    20090810              0      22.8      18.9      11.3         0
ALT    20090811              0      24.4      19.9       0.0         0
ALT    20090812              0      25.1      20.0       0.0         0
ALT    20090813              0      25.8      20.4       0.0         0
ALT    20090814              0      25.3      20.8       0.0         0
ALT    20090815              1      27.2      20.7       0.0         0
ALT    20090816              0      28.5      22.0       0.0         0
ALT    20090817              0      28.6      22.4       2.6         0
ALT    20090818              0      28.3      22.2       0.0         0
ALT    20090819              1      29.1      22.0       0.0         0
ALT    20090820              1      29.9      22.5       0.0         0
ALT    20090821              0      26.1      22.4       8.2         0
ALT    20090822              0      19.6      17.5       0.9         0
ALT    20090823              0      21.1      17.4       0.0         0
ALT    20090824              0      27.1      20.5       0.0         0
ALT    20090825              0      26.2      21.0      11.1         0
ALT    20090826              0      22.7      19.5       0.0         0
ALT    20090827              0      26.3      20.4       0.0         0
ALT    20090828              0      26.0      20.7       0.2         0
ALT    20090829              0      18.5      16.0       0.0         0
ALT    20090830              1      20.7      14.4       0.0         0
ALT    20090831              1      23.4      16.8       0.0         0
ALT    20090901              0      27.4      20.8      10.0         0
ALT    20090902              0      23.6      18.1      12.6         0
ALT    20090903              0      23.2      18.5       3.6         0
ALT    20090904              0      19.0      15.6      13.5         0
ALT    20090905              0      17.3      12.5       0.1         0
ALT    20090906              1      19.0      12.7       0.0         0
ALT    20090907              1      20.8      13.6       0.0         0
ALT    20090908              1      21.7      14.8       0.0         0
ALT    20090909              1      22.4      15.8       0.0         0
ALT    20090910              0      21.9      16.0       0.0         0
ALT    20090911              0      19.5      16.3       0.0         0
ALT    20090912              0      19.3      16.4       0.0         0
ALT    20090913              0      18.1      16.0       8.1         0
ALT    20090914              0      15.7      12.3       8.8         0
ALT    20090915              0      15.9      12.8       0.0         0
ALT    20090916              0      17.5      14.4       0.8         0
ALT    20090917              0      19.0      16.0       0.0         0
ALT    20090918              0      21.2      16.3       0.0         0
ALT    20090919              0      21.8      16.9       0.0         0
ALT    20090920              0      21.6      17.0       1.3         0
ALT    20090921              0      22.1      17.5       0.0         0
ALT    20090922              0      22.1      17.3       0.0         0
ALT    20090923              0      22.0      17.1       0.0         0
ALT    20090924              0      20.4      17.2       0.0         0
ALT    20090925              0      17.9      16.6       0.0         0
ALT    20090926              0      18.3      16.1       0.0         0
ALT    20090927              0      19.6      15.6       0.0         0
ALT    20090928              1      21.3      15.2       0.0         0
ALT    20090929              1      21.7      15.3       0.0         0
ALT    20090930              0      20.1      14.6       0.0         0
ALT    20091001              0      19.8      15.6       0.0         0
ALT    20091002              0      18.4      15.7       0.0         0
ALT    20091003              1      18.0      12.3       0.0         0
ALT    20091004              1      19.1      12.2       0.0         0
ALT    20091005              0      17.6      13.0       0.0         0
ALT    20091006              0      20.1      16.5       0.0         0
ALT    20091007              0      25.0      18.2       0.0         0
ALT    20091008              0      19.7      17.1       7.7         0
ALT    20091009              0      17.5      15.3       9.1         0
ALT    20091010              0      16.0      14.0      11.9         0
ALT    20091011              0      17.0      13.8      19.3         0
ALT    20091012              0      11.9      10.1      20.2         0
ALT    20091013              0      11.3       8.5       7.4         0
ALT    20091014              0       9.0       6.2       0.1         0
ALT    20091015              0       7.5       4.8       0.0         0
ALT    20091016              0       8.7       6.0       6.4         0
ALT    20091017              0       6.7       5.0       6.8         0
ALT    20091018              0       7.5       3.9       0.0         0
ALT    20091019              1       8.4       3.1       0.0         0
ALT    20091020              0      12.9       6.0       0.0         0
ALT    20091021              0      18.4      16.4       0.0         0
ALT    20091022              0      14.4      10.1       0.0         0
ALT    20091023              0      10.3       8.2       4.3         0
ALT    20091024              0      13.1       9.3       0.0         0
ALT    20091025              0      15.4      11.6       0.0         0
ALT    20091026              0      13.9      12.0       0.0         0
ALT    20091027              1      12.8       8.4       0.0         0
ALT    20091028              0      12.4       6.8       0.0         0
ALT    20091029              0      14.7       7.1       0.0         0
ALT    20091030              1      11.2       7.1       0.0         0
ALT    20091031              0      11.2       7.7       0.0         0
ALT    20091101              0      13.1       7.6       0.0         0
ALT    20091102              0      12.4       9.3      14.0         0
ALT    20091103              0       9.6       7.1       3.1         0
ALT    20091104              0      13.1       8.7      11.0         0
ALT    20091105              0      10.3       5.7       0.0         0
ALT    20091106              0       9.0       5.3       0.0         0
ALT    20091107              0      10.6       5.5       1.8         0
ALT    20091108              0       7.7       5.9       1.2         0
ALT    20091109              0       7.4       5.9       2.1         0
ALT    20091110              0       6.7       5.4       0.3         0
ALT    20091111              0       8.8       5.7       0.0         0
ALT    20091112              0       9.3       5.2       0.0         0
ALT    20091113              0      16.4       9.4       0.0         0
ALT    20091114              0      18.9      15.8       3.3         0
ALT    20091115              0      11.1       9.4       3.4         0
ALT    20091116              0      15.3      10.5       1.5         0
ALT    20091117              0      20.0      12.3      12.1         0
ALT    20091118              0      13.5      10.4       4.9         0
ALT    20091119              1      11.3       6.2       0.0         0
ALT    20091120              1      12.1       6.9       0.0         0
ALT    20091121              0      12.0       6.3       0.0         0
ALT    20091122              0      10.9       7.3       0.6         0
ALT    20091123              0      13.1       9.1       3.6         0
ALT    20091124              0      10.6       8.6       4.0         0
ALT    20091125              0      10.2       6.4       0.0         0
ALT    20091126              0      11.4       7.8       0.0         0
ALT    20091127              0      10.7       5.8       1.4         0
ALT    20091128              0      13.5       5.9       0.0         0
ALT    20091129              0      14.8      13.0       7.5         0
ALT    20091130              0      12.2       2.5      55.6        25
ALT    20091201              0       2.7       1.3       8.9         0
ALT    20091202              1       3.9       0.6       0.0         0
ALT    20091203              0       5.5       0.8       8.3         0
ALT    20091204              0       4.8       2.3       0.7         0
ALT    20091205              0       4.0       0.4       0.0         0
ALT    20091206              0       6.8       3.5       2.3         0
